id,name,pos,team,opp,salary,fppg,proj,team_implied,game_ou,spread,soft_rank
133104-166322,Philip Florenzo,TE,ATL,PIT,4000,,5.88,19.5,42.5,3.5,4
133104-175539,Vinny Anthony II,WR,ATL,PIT,4000,,5.39,19.5,42.5,3.5,8
133104-40371,Johnny Mundt,TE,PHI,WAS,4000,1.4181818528608845,3.31,25.0,44.5,-5.5,7
133104-133558,Luke Floriea,WR,CLE,JAC,4000,,3.56,16.0,40.5,8.5,16
133104-114109,Ainias Smith,WR,CAR,CHI,4000,2.839999961853027,4.16,22.25,47.5,3.0,6
133104-133564,Marshall Lang,TE,MIN,GB,4000,,4.72,24.0,46.5,-1.5,23
133104-112062,Skyy Moore,WR,GB,MIN,4000,0.7000000211927626,1.0,22.5,46.5,1.5,32
133104-225739,Cody Hardy,TE,NO,DET,4000,,5.23,21.25,49.5,7.0,13
133104-26057,Michael Burton,RB,CLE,JAC,4000,2.209090839732777,1.0,16.0,40.5,8.5,16
133104-152014,JP Richardson,WR,CHI,CAR,4000,,5.15,25.25,47.5,-3.0,22
133104-173518,Qadir Ismail,WR,CHI,CAR,4000,,5.15,25.25,47.5,-3.0,22
133104-177614,Marlin Klein,TE,HOU,BUF,4000,,3.02,21.5,44.5,1.5,32
133104-109007,Josh Kelly,WR,HOU,BUF,4000,,3.5,21.5,44.5,1.5,28
133104-109008,Jalen Moreno-Cropper,WR,NO,DET,4000,0.0,6.43,21.25,49.5,7.0,3
133104-243158,Tyren Montgomery,WR,TEN,NYJ,4000,,4.68,20.5,39.5,-1.5,16
133104-90583,Tyrell Shavers,WR,BUF,HOU,4000,3.627272865988992,2.74,23.0,44.5,-1.5,26
133104-54746,Tyler Ott,TE,WAS,PHI,4000,0.0,2.63,19.5,44.5,5.5,31
133104-155096,Quincy Skinner Jr.,WR,NYJ,TEN,4000,,5.63,19.0,39.5,1.5,5
133104-243161,Ty Pezza,TE,BAL,IND,4000,,6.78,25.5,47.5,-3.5,9
133104-243160,Michael Briscoe,WR,MIN,GB,4000,,5.8,24.0,46.5,-1.5,14
133104-63967,Lucky Jackson,WR,DET,NO,4000,,5.3,28.25,49.5,-7.0,27
133104-80353,Robert Tonyan,TE,PIT,ATL,4000,0.6000000238418579,1.0,23.0,42.5,-3.5,25
133104-157154,Jaden Bradley,WR,WAS,PHI,4000,,3.35,19.5,44.5,5.5,25
133104-185827,Jacob Saylors,RB,DET,NO,4000,0.1100000023841858,2.57,28.25,49.5,-7.0,19
133104-169440,Kaden Wetjen,WR,PIT,ATL,4000,,6.39,23.0,42.5,-3.5,7
133104-102882,Anthony Gould,WR,IND,BAL,4000,0.1600000023841858,1.66,22.0,47.5,3.5,4
133104-71143,Kylen Granson,TE,TEN,NYJ,4000,0.8333333333333334,1.48,20.5,39.5,-1.5,8
133104-188900,Michael Wortham,WR,JAC,CLE,4000,,4.0,24.5,40.5,-8.5,30
133104-102902,Trey Palmer,WR,NO,DET,4000,2.085714340209961,3.52,21.25,49.5,7.0,3
133104-184821,Robert Henry Jr.,RB,WAS,PHI,4000,,4.92,19.5,44.5,5.5,12
133104-152056,Jerand Bradley,TE,LAC,ARI,4000,,8.43,28.75,47.5,-10.0,2
133104-113160,Jakobie Keeney-James,WR,PIT,ATL,4000,2.5,3.89,23.0,42.5,-3.5,7
133104-89613,Simi Fehoko,WR,ARI,LAC,4000,0.0,3.41,18.75,47.5,10.0,23
133104-86543,Erik Ezukanma,WR,PHI,WAS,4000,0.0,6.65,25.0,44.5,-5.5,9
133104-183828,Kevin Coleman Jr.,WR,MIA,LV,4000,,4.67,19.0,41.5,3.5,13
133104-129560,Xavier Restrepo,WR,TEN,NYJ,4000,2.799999952316284,2.48,20.5,39.5,-1.5,16
133104-89627,Brycen Tremayne,WR,CAR,CHI,4000,1.7692307692307692,3.09,22.25,47.5,3.0,6
133104-160287,Amar Johnson,RB,LAC,ARI,4000,0.800000011920929,5.43,28.75,47.5,-10.0,2
133104-73247,Kene Nwangwu,RB,NYJ,TEN,4000,1.0899999618530274,1.0,19.0,39.5,1.5,21
133104-173606,Dillon Bell,WR,MIN,GB,4000,,5.8,24.0,46.5,-1.5,14
133104-156197,Bryson Nesbit,TE,MIN,GB,4000,,4.72,24.0,46.5,-1.5,23
133104-226856,JJ Galbreath,TE,IND,BAL,4000,,3.86,22.0,47.5,3.5,26
133104-208430,Bryce Lance,WR,NO,DET,4000,,6.43,21.25,49.5,7.0,3
133104-201260,Mason Tipton,WR,NO,DET,4000,1.862499952316284,3.29,21.25,49.5,7.0,3
133104-226866,Joaquin Davis,WR,PIT,ATL,4000,,6.39,23.0,42.5,-3.5,7
133104-157232,Jalen Walthall,WR,NYJ,TEN,4000,,5.63,19.0,39.5,1.5,5
133104-238135,Layne Pryor,TE,HOU,BUF,4000,,3.02,21.5,44.5,1.5,32
133104-226875,Ja'seem Reed,WR,CAR,CHI,4000,,6.32,22.25,47.5,3.0,6
133104-225850,J'Mari Taylor,RB,JAC,CLE,4000,,7.49,24.5,40.5,-8.5,11
133104-138808,Chase Curtis,TE,NYJ,TEN,4000,,5.03,19.0,39.5,1.5,10
133104-152128,Dominic Lovett,WR,DET,NO,4000,0.0,5.3,28.25,49.5,-7.0,27
133104-87621,A.T. Perry,WR,PIT,ATL,4000,,6.39,23.0,42.5,-3.5,7
133104-71241,Brandon Johnson,WR,PIT,ATL,4000,1.399999976158142,2.79,23.0,42.5,-3.5,7
133104-104008,Stephen Carlson,TE,CHI,CAR,4000,,5.87,25.25,47.5,-3.0,16
133104-114252,Xavier Weaver,WR,ARI,LAC,4000,1.4571428298950195,1.0,18.75,47.5,10.0,23
133104-104019,Matt Orzech,TE,GB,MIN,4000,0.0,3.5,22.5,46.5,1.5,30
133104-152154,Kaden Prather,WR,GB,MIN,4000,,3.27,22.5,46.5,1.5,32
133104-139870,Sincere Brown,WR,LAC,ARI,4000,,6.39,28.75,47.5,-10.0,19
133104-152159,Bryson Green,WR,ARI,LAC,4000,,3.41,18.75,47.5,10.0,23
133104-176732,Marcus Sanders Jr.,WR,MIN,GB,4000,,5.8,24.0,46.5,-1.5,14
133104-138854,Ke'Shawn Williams,WR,CIN,TB,4000,0.0,6.07,27.0,50.5,-3.5,18
133104-129641,Will Sheppard,WR,MIA,LV,4000,,4.67,19.0,41.5,3.5,13
133104-131694,Luke Lachey,TE,GB,MIN,4000,,3.5,22.5,46.5,1.5,30
133104-206447,Max Hurleman,RB,PIT,ATL,4000,,5.79,23.0,42.5,-3.5,22
133104-95854,Montrell Washington,WR,HOU,BUF,4000,0.0,3.5,21.5,44.5,1.5,28
133104-56947,Chris Myarick,TE,LV,MIA,4000,,6.5,22.5,41.5,-3.5,5
133104-158338,Max Tomczak,WR,BUF,HOU,4000,,4.11,23.0,44.5,-1.5,26
133104-167552,Dae'Quan Wright,TE,CLE,JAC,4000,,3.56,16.0,40.5,8.5,16
133104-135812,Quentin Skinner,WR,BUF,HOU,4000,3.5,2.61,23.0,44.5,-1.5,26
133104-141956,Beau Gardner,TE,CHI,CAR,4000,,5.87,25.25,47.5,-3.0,16
133104-167561,Antwane Wells Jr.,WR,ATL,PIT,4000,,5.39,19.5,42.5,3.5,8
133104-135824,Luke Grimm,WR,LAC,ARI,4000,,6.39,28.75,47.5,-10.0,19
133104-245393,Mante Morrow,WR,LAC,ARI,4000,,6.39,28.75,47.5,-10.0,19
133104-64147,Britain Covey,WR,PHI,WAS,4000,0.4285714285714285,2.08,25.0,44.5,-5.5,9
133104-93845,Tay Martin,WR,DET,NO,4000,1.649999976158142,1.95,28.25,49.5,-7.0,27
133104-152219,Lewis Bond,WR,HOU,BUF,4000,,3.5,21.5,44.5,1.5,28
133104-128681,Caden Prieskorn,TE,CAR,CHI,4000,,4.64,22.25,47.5,3.0,20
133104-94888,Messiah Swinson,TE,CLE,JAC,4000,,3.56,16.0,40.5,8.5,16
133104-152232,Jordan Moore,WR,CIN,TB,4000,,6.07,27.0,50.5,-3.5,18
133104-185010,DT Sheffield,WR,NYJ,TEN,4000,,5.63,19.0,39.5,1.5,5
133104-87731,Dominique Robinson,WR,HOU,BUF,4000,0.0,3.5,21.5,44.5,1.5,28
133104-104117,Joshua Simon,TE,WAS,PHI,4000,,2.63,19.5,44.5,5.5,31
133104-69302,Feleipe Franks,TE,CAR,CHI,4000,0.0800000011920929,1.0,22.25,47.5,3.0,20
133104-158399,Jackson Acker,RB,BUF,HOU,4000,,3.99,23.0,44.5,-1.5,27
133104-185024,Ethan Conner,TE,MIA,LV,4000,,2.75,19.0,41.5,3.5,29
133104-92882,Connor Heyward,TE,LV,MIA,4000,2.158333301544189,3.66,22.5,41.5,-3.5,5
133104-174801,RJ Maryland,TE,GB,MIN,4000,,3.5,22.5,46.5,1.5,30
133104-111325,Ulysses Bentley IV,RB,IND,BAL,4000,0.0,5.18,22.0,47.5,3.5,15
133104-104165,Lew Nichols,RB,PIT,ATL,4000,0.0,5.79,23.0,42.5,-3.5,22
133104-152295,Gregory Desrosiers,RB,LAC,ARI,4000,,9.63,28.75,47.5,-10.0,2
133104-252646,Connor Hulstein,TE,NYJ,TEN,4000,,5.03,19.0,39.5,1.5,10
133104-137966,AJ Henning,WR,MIA,LV,4000,,4.67,19.0,41.5,3.5,13
133104-156400,Roman Hemby,RB,LV,MIA,4000,,7.34,22.5,41.5,-3.5,8
133104-128759,Keelan Marion,WR,ATL,PIT,4000,,5.39,19.5,42.5,3.5,8
133104-56059,Trent Sherfield Sr.,WR,BUF,HOU,4000,0.8999999761581421,1.0,23.0,44.5,-1.5,26
133104-86778,Devin Culp,TE,TB,CIN,4000,3.549999952316284,5.78,23.5,50.5,3.5,1
133104-86780,Salvon Ahmed,RB,CHI,CAR,4000,,8.15,25.25,47.5,-3.0,7
133104-226048,Elijah Tau-Tolliver,RB,BAL,IND,4000,,6.66,25.5,47.5,-3.5,20
133104-137990,Tip Reiman,TE,ARI,LAC,4000,1.099999984105428,1.0,18.75,47.5,10.0,28
133104-169733,Carsen Ryan,TE,CLE,JAC,4000,,3.56,16.0,40.5,8.5,16
133104-136970,Danny Gray,WR,PHI,WAS,4000,0.0,6.65,25.0,44.5,-5.5,9
133104-174856,Hank Beatty,WR,TEN,NYJ,4000,,4.68,20.5,39.5,-1.5,16
133104-152333,Malik McClain,WR,NYJ,TEN,4000,,5.63,19.0,39.5,1.5,5
133104-71444,Travis Homer,RB,PIT,ATL,4000,-0.0400000005960464,5.79,23.0,42.5,-3.5,22
133104-107286,Jha'Quan Jackson,WR,TB,CIN,4000,-0.2666666706403096,3.63,23.5,50.5,3.5,31
133104-152350,Jamal Haynes,RB,CIN,TB,4000,,7.51,27.0,50.5,-3.5,16
133104-170783,Omari Kelly,WR,CHI,CAR,4000,,5.15,25.25,47.5,-3.0,22
133104-167714,Kenny Fletcher Jr.,TE,TB,CIN,4000,,7.23,23.5,50.5,3.5,1
133104-152363,Gavin Bartholomew,TE,MIN,GB,4000,,4.72,24.0,46.5,-1.5,23
133104-158511,Max Bredeson,RB,MIN,GB,4000,,5.8,24.0,46.5,-1.5,14
133104-138028,Kalel Mullings,RB,TEN,NYJ,4000,0.2333333293596903,1.72,20.5,39.5,-1.5,1
133104-103214,Eli Pancol,WR,IND,BAL,4000,,6.5,22.0,47.5,3.5,4
133104-157490,Will Kacmarek,TE,MIA,LV,4000,,2.75,19.0,41.5,3.5,29
133104-138039,Matt Hibner,TE,BAL,IND,4000,,6.78,25.5,47.5,-3.5,9
133104-201526,Ian Wheeler,RB,BUF,HOU,4000,,3.99,23.0,44.5,-1.5,27
133104-137017,Drake Dabney,TE,GB,MIN,4000,0.800000011920929,1.0,22.5,46.5,1.5,30
133104-119615,Roydell Williams,RB,DET,NO,4000,,7.46,28.25,49.5,-7.0,19
133104-158529,Josh Cameron,WR,JAC,CLE,4000,,4.0,24.5,40.5,-8.5,30
133104-185153,Davon Booth,RB,IND,BAL,4000,,5.18,22.0,47.5,3.5,15
133104-159559,Roc Taylor,WR,CAR,CHI,4000,,6.32,22.25,47.5,3.0,6
133104-69451,Jack Stoll,TE,CLE,JAC,4000,1.7000000476837158,1.0,16.0,40.5,8.5,16
133104-41806,Laquon Treadwell,WR,IND,BAL,4000,0.0,6.5,22.0,47.5,3.5,4
133104-154445,Sahmir Hagans,WR,IND,BAL,4000,,6.5,22.0,47.5,3.5,4
133104-91989,Jordan Mims,RB,PHI,WAS,4000,2.8714286259242465,6.44,25.0,44.5,-5.5,3
133104-103252,Bam Knight,RB,ARI,LAC,4000,6.825000127156575,3.71,18.75,47.5,10.0,29
133104-178011,Xavier Guillory,WR,BAL,IND,4000,,7.62,25.5,47.5,-3.5,2
133104-119642,Ja'Mori Maclin,WR,BUF,HOU,4000,,4.11,23.0,44.5,-1.5,26
133104-158553,Jaden Nixon,RB,GB,MIN,4000,,4.11,22.5,46.5,1.5,25
133104-201564,Cam Grandy,TE,MIN,GB,4000,0.8500000238418579,1.0,24.0,46.5,-1.5,23
133104-137058,Trebor Pena,WR,JAC,CLE,4000,,4.0,24.5,40.5,-8.5,30
133104-93026,Teagan Quitoriano,TE,ARI,LAC,4000,0.0,2.81,18.75,47.5,10.0,28
133104-192359,JaQuae Jackson,WR,LAC,ARI,4000,,6.39,28.75,47.5,-10.0,19
133104-139114,Jabari Small,RB,DET,NO,4000,,7.46,28.25,49.5,-7.0,19
133104-156523,Carson Steele,RB,PHI,WAS,4000,1.569230739886944,5.14,25.0,44.5,-5.5,3
133104-120684,Garrett Greene,WR,TB,CIN,4000,,3.63,23.5,50.5,3.5,31
133104-166764,Cam Camper,WR,NYJ,TEN,4000,,5.63,19.0,39.5,1.5,5
133104-166774,Aaron Anderson,WR,CLE,JAC,4000,,3.56,16.0,40.5,8.5,16
133104-119672,Kendall Milton,RB,CIN,TB,4000,0.2000000029802322,2.71,27.0,50.5,-3.5,16
133104-114557,Cornelius Johnson,WR,BAL,IND,4000,,7.62,25.5,47.5,-3.5,2
133104-185215,Kadarius Calloway,RB,TB,CIN,4000,,6.88,23.5,50.5,3.5,4
133104-94087,DeeJay Dallas,RB,MIN,GB,4000,0.4199999809265137,1.22,24.0,46.5,-1.5,14
133104-103302,Courtney Jackson,WR,TEN,NYJ,4000,,4.68,20.5,39.5,-1.5,16
133104-157579,Rocco Underwood,TE,PHI,WAS,4000,,6.89,25.0,44.5,-5.5,7
133104-23435,Andrew DePaola,TE,MIN,GB,4000,,4.72,24.0,46.5,-1.5,23
133104-94094,Brevin Jordan,TE,HOU,BUF,4000,0.8500000238418579,1.0,21.5,44.5,1.5,32
133104-158610,Drew Biber,TE,CLE,JAC,4000,,3.56,16.0,40.5,8.5,16
133104-64405,Dan Chisena,WR,CAR,CHI,4000,1.2999999523162842,2.62,22.25,47.5,3.0,6
133104-92056,Cal Adomitis,TE,GB,MIN,4000,0.0,3.5,22.5,46.5,1.5,30
133104-128920,Noah Whittington,RB,HOU,BUF,4000,,5.66,21.5,44.5,1.5,10
133104-176025,Noah Thomas,WR,CIN,TB,4000,,6.07,27.0,50.5,-3.5,18
133104-114591,William Wagner,TE,CIN,TB,4000,,7.87,27.0,50.5,-3.5,3
133104-159649,DJ Herman,RB,MIA,LV,4000,,4.67,19.0,41.5,3.5,13
133104-184229,Kole Wilson,WR,CLE,JAC,4000,,3.56,16.0,40.5,8.5,16
133104-155563,Johnny Pascuzzi,TE,LAC,ARI,4000,,8.43,28.75,47.5,-10.0,2
133104-157609,Gage Larvadain,WR,CLE,JAC,4000,0.7416666348775228,1.0,16.0,40.5,8.5,16
133104-167849,Zach Horton,TE,DET,NO,4000,,5.9,28.25,49.5,-7.0,22
133104-93107,AJ Dillon,RB,CAR,CHI,4000,1.2666666507720947,1.15,22.25,47.5,3.0,18
133104-187313,Dontae McMillan,RB,BAL,IND,4000,,6.66,25.5,47.5,-3.5,20
133104-138164,Patrick Gurd,TE,LV,MIA,4000,,6.5,22.5,41.5,-3.5,5
133104-138169,Jaheim Bell,TE,PIT,ATL,4000,0.75,1.0,23.0,42.5,-3.5,25
133104-104388,Tom Kennedy,WR,DET,NO,4000,0.9333333174387614,1.24,28.25,49.5,-7.0,27
133104-95184,Xavier Johnson,WR,CIN,TB,4000,,6.07,27.0,50.5,-3.5,18
133104-169937,Lance McCutcheon,WR,TEN,NYJ,4000,,4.68,20.5,39.5,-1.5,16
133104-136151,Devin Lafayette,WR,LV,MIA,4000,,5.3,22.5,41.5,-3.5,15
133104-73687,Quez Watkins,WR,PHI,WAS,4000,,6.65,25.0,44.5,-5.5,9
133104-72665,Kenny Yeboah,TE,ARI,LAC,4000,2.199999968210856,1.0,18.75,47.5,10.0,28
133104-136155,Trayvon Rudolph,WR,MIN,GB,4000,,5.8,24.0,46.5,-1.5,14
133104-231386,Terrill Davis,WR,MIN,GB,4000,,5.8,24.0,46.5,-1.5,14
133104-91098,Lawrence Keys III,WR,DET,NO,4000,,5.3,28.25,49.5,-7.0,27
133104-129001,E.J. Williams Jr.,WR,LV,MIA,4000,,5.3,22.5,41.5,-3.5,15
133104-158697,Chase Roberts,WR,LV,MIA,4000,,5.3,22.5,41.5,-3.5,15
133104-155631,Liam Clifford,WR,LAC,ARI,4000,,6.39,28.75,47.5,-10.0,19
133104-71662,DJ Turner,WR,HOU,BUF,4000,3.258333206176758,1.75,21.5,44.5,1.5,28
133104-152574,Donovan Edwards,RB,MIA,LV,4000,,4.67,19.0,41.5,3.5,13
133104-96254,Nick Muse,TE,ATL,PIT,4000,0.0,5.88,19.5,42.5,3.5,4
133104-12551,Tampa Bay Buccaneers,D,TB,CIN,3900,5.823529411764706,3.0,23.5,50.5,3.5,16
133104-12537,Las Vegas Raiders,D,LV,MIA,3800,4.470588235294118,7.89,22.5,41.5,-3.5,16
133104-12525,Atlanta Falcons,D,ATL,PIT,3700,7.352941176470588,3.04,19.5,42.5,3.5,16
133104-12528,Cincinnati Bengals,D,CIN,TB,3600,4.764705882352941,6.21,27.0,50.5,-3.5,16
133104-12529,Cleveland Browns,D,CLE,JAC,3500,7.882352941176471,3.0,16.0,40.5,8.5,16
133104-12544,New York Jets,D,NYJ,TEN,3400,2.764705882352941,3.0,19.0,39.5,1.5,16
133104-12553,Carolina Panthers,D,CAR,CHI,3300,5.944444444444445,3.0,22.25,47.5,3.0,16
133104-12534,Tennessee Titans,D,TEN,NYJ,3200,5.117647058823529,7.75,20.5,39.5,-1.5,16
133104-12535,Indianapolis Colts,D,IND,BAL,3200,5.823529411764706,3.0,22.0,47.5,3.5,16
133104-12542,New Orleans Saints,D,NO,DET,3100,7.0,3.0,21.25,49.5,7.0,16
133104-12552,Washington Commanders,D,WAS,PHI,3100,4.470588235294118,3.0,19.5,44.5,5.5,16
133104-12539,Miami Dolphins,D,MIA,LV,3000,5.823529411764706,3.0,19.0,41.5,3.5,16
133104-12546,Arizona Cardinals,D,ARI,LAC,3000,4.529411764705882,3.0,18.75,47.5,10.0,16
