id,name,pos,team,opp,salary,fppg,proj,team_implied,game_ou,spread,soft_rank
133104-129368,Jahmyr Gibbs,RB,DET,NO,9100,20.02352905273437,24.96,28.25,49.5,-7.0,19
133104-85701,Ja'Marr Chase,WR,CIN,TB,8900,17.006250381469727,21.02,27.0,50.5,-3.5,18
133104-62239,Josh Allen,QB,BUF,HOU,8900,24.32000054253472,18.25,23.0,44.5,-1.5,27
133104-136855,Bijan Robinson,RB,ATL,PIT,8800,20.723528693704043,17.52,19.5,42.5,3.5,26
133104-89675,Jonathan Taylor,RB,IND,BAL,8600,20.84117575252757,17.95,22.0,47.5,3.5,15
133104-86997,Amon-Ra St. Brown,WR,DET,NO,8600,16.5,19.13,28.25,49.5,-7.0,27
133104-138820,De'Von Achane,RB,MIA,LV,8500,18.831249237060547,17.89,19.0,41.5,3.5,13
133104-63115,Lamar Jackson,QB,BAL,IND,8400,17.066153893103966,20.43,25.5,47.5,-3.5,13
133104-39280,Derrick Henry,RB,BAL,IND,8300,17.41176470588235,18.03,25.5,47.5,-3.5,20
133104-69531,Jalen Hurts,QB,PHI,WAS,8300,18.834117216222428,23.32,25.0,44.5,-5.5,4
133104-63336,Joe Burrow,QB,CIN,TB,8200,18.1825008392334,21.14,27.0,50.5,-3.5,2
133104-85671,Justin Jefferson,WR,MIN,GB,8100,9.911764705882351,17.88,24.0,46.5,-1.5,14
133104-64401,Saquon Barkley,RB,PHI,WAS,8100,14.141176111557904,21.23,25.0,44.5,-5.5,3
133104-152113,Caleb Williams,QB,CHI,CAR,8000,19.67894704718339,16.02,25.25,47.5,-3.0,26
133104-152664,Bucky Irving,RB,TB,CIN,7900,12.65,14.31,23.5,50.5,3.5,4
133104-112745,Drake London,WR,ATL,PIT,7900,15.241666158040363,15.5,19.5,42.5,3.5,8
133104-102785,Jayden Daniels,QB,WAS,PHI,7900,16.754285539899552,15.47,19.5,44.5,5.5,22
133104-91626,James Cook III,RB,BUF,HOU,7800,17.62631546823602,13.87,23.0,44.5,-1.5,27
133104-38435,Jared Goff,QB,DET,NO,7800,19.00352926815257,15.85,28.25,49.5,-7.0,29
133104-91419,Nico Collins,WR,HOU,BUF,7700,12.706250190734863,14.11,21.5,44.5,1.5,28
133104-89951,Trevor Lawrence,QB,JAC,CLE,7700,20.808888753255207,19.81,24.5,40.5,-8.5,30
133104-69189,Justin Herbert,QB,LAC,ARI,7600,18.937647202435663,21.44,28.75,47.5,-10.0,10
133104-91750,Trey McBride,TE,ARI,LAC,7600,15.405881993910846,12.16,18.75,47.5,10.0,28
133104-89493,Chase Brown,RB,CIN,TB,7500,15.123529770795036,18.54,27.0,50.5,-3.5,16
133104-90576,DeVonta Smith,WR,PHI,WAS,7500,10.016666836208769,16.44,25.0,44.5,-5.5,9
133104-41535,Baker Mayfield,QB,TB,CIN,7500,16.995294907513788,17.14,23.5,50.5,3.5,12
133104-69017,Jordan Love,QB,GB,MIN,7400,17.510000228881836,13.13,22.5,46.5,1.5,32
133104-87770,Chris Olave,WR,NO,DET,7400,14.25,16.22,21.25,49.5,7.0,3
133104-63519,Daniel Jones,QB,IND,BAL,7300,18.495384803185097,15.82,22.0,47.5,3.5,11
133104-174215,Omarion Hampton,RB,LAC,ARI,7300,12.259999847412107,22.21,28.75,47.5,-10.0,2
133104-112295,Zay Flowers,WR,BAL,IND,7300,12.31176488539752,16.86,25.5,47.5,-3.5,2
133104-89981,Tee Higgins,WR,CIN,TB,7200,12.340000406901042,14.03,27.0,50.5,-3.5,18
133104-63484,Kyler Murray,QB,MIN,GB,7200,16.155999755859376,16.45,24.0,46.5,-1.5,20
133104-111631,Jameson Williams,WR,DET,NO,7100,11.72941140567555,12.43,28.25,49.5,-7.0,27
133104-6894,Aaron Rodgers,QB,PIT,ATL,7100,13.907058715820312,14.34,23.0,42.5,-3.5,15
133104-167031,Ashton Jeanty,RB,LV,MIA,7000,13.152941535500918,20.4,22.5,41.5,-3.5,8
133104-73048,DK Metcalf,WR,PIT,ATL,7000,10.556249618530272,13.58,23.0,42.5,-3.5,7
133104-30231,Jacoby Brissett,QB,ARI,LAC,7000,17.674285888671875,10.61,18.75,47.5,10.0,31
133104-103564,Garrett Wilson,WR,NYJ,TEN,6900,11.642857142857142,15.42,19.0,39.5,1.5,5
133104-88431,Tyler Shough,QB,NO,DET,6900,15.450909701260654,15.07,21.25,49.5,7.0,8
133104-103064,Breece Hall,RB,NYJ,TEN,6900,12.603750228881836,15.2,19.0,39.5,1.5,21
133104-151794,Brock Bowers,TE,LV,MIA,6800,12.516666412353516,17.11,22.5,41.5,-3.5,5
133104-129471,C.J. Stroud,QB,HOU,BUF,6800,14.88249969482422,14.73,21.5,44.5,1.5,28
133104-167620,Tetairoa McMillan,WR,CAR,CHI,6800,10.72222222222222,16.13,22.25,47.5,3.0,6
133104-119606,Bryce Young,QB,CAR,CHI,6800,15.117647058823527,16.88,22.25,47.5,3.0,7
133104-89956,Travis Etienne Jr.,RB,NO,DET,6800,14.555555555555555,13.19,21.25,49.5,7.0,23
133104-175137,Fernando Mendoza,QB,LV,MIA,6700,,6.03,22.5,41.5,-3.5,9
133104-120033,Rome Odunze,WR,CHI,CAR,6700,10.064285278320312,12.57,25.25,47.5,-3.0,22
133104-22038,Kirk Cousins,QB,LV,MIA,6700,11.154000091552737,12.18,22.5,41.5,-3.5,9
133104-160620,Bhayshul Tuten,RB,JAC,CLE,6700,5.543749809265137,8.03,24.5,40.5,-8.5,11
133104-26483,Geno Smith,QB,NYJ,TEN,6700,12.926666259765623,13.44,19.0,39.5,1.5,6
133104-137516,Parker Washington,WR,JAC,CLE,6600,10.888235653147978,9.89,24.5,40.5,-8.5,30
133104-168356,Cam Ward,QB,TEN,NYJ,6600,11.39176492130055,14.85,20.5,39.5,-1.5,3
133104-90572,Tua Tagovailoa,QB,ATL,PIT,6600,12.764285496303014,13.52,19.5,42.5,3.5,5
133104-91598,D'Andre Swift,RB,CHI,CAR,6600,13.577777438693577,15.46,25.25,47.5,-3.0,7
133104-133472,Ladd McConkey,WR,LAC,ARI,6500,9.329412123736214,15.16,28.75,47.5,-10.0,19
133104-112057,Jaylen Warren,RB,PIT,ATL,6500,12.252941355985756,13.41,23.0,42.5,-3.5,22
133104-63043,DJ Moore,WR,BUF,HOU,6500,9.188421149002878,10.7,23.0,44.5,-1.5,26
133104-54879,Deshaun Watson,QB,CLE,JAC,6500,11.388571602957589,9.95,16.0,40.5,8.5,16
133104-87691,Malik Willis,QB,MIA,LV,6500,12.795000076293944,14.15,19.0,41.5,3.5,18
133104-184183,Shedeur Sanders,QB,CLE,JAC,6500,12.237500190734863,10.8,16.0,40.5,8.5,16
133104-152655,Emeka Egbuka,WR,TB,CIN,6400,10.18823511460248,12.69,23.5,50.5,3.5,31
133104-169410,Quinshon Judkins,RB,CLE,JAC,6400,11.414285932268417,10.91,16.0,40.5,8.5,16
133104-169776,Christian Watson,WR,GB,MIN,6400,11.727272727272728,9.19,22.5,46.5,1.5,32
133104-55635,Chris Godwin Jr.,WR,TB,CIN,6300,7.722222222222222,8.31,23.5,50.5,3.5,31
133104-89612,Michael Wilson,WR,ARI,LAC,6300,11.211765064912685,8.87,18.75,47.5,10.0,23
133104-160303,Tucker Kraft,TE,GB,MIN,6300,13.399999618530272,7.49,22.5,46.5,1.5,30
133104-73273,David Montgomery,RB,HOU,BUF,6300,9.289411656996784,13.32,21.5,44.5,1.5,10
133104-44715,Cooper Rush,QB,ATL,PIT,6300,1.4299999475479126,2.18,19.5,42.5,3.5,5
133104-152575,J.J. McCarthy,QB,MIN,GB,6300,13.73800048828125,13.82,24.0,46.5,-1.5,20
133104-166092,Luther Burden III,WR,CHI,CAR,6200,7.035294027889476,12.17,25.25,47.5,-3.0,22
133104-138774,Woody Marks,RB,HOU,BUF,6200,8.994444105360243,8.92,21.5,44.5,1.5,10
133104-56250,Terry McLaurin,WR,WAS,PHI,6200,9.519999694824218,7.87,19.5,44.5,5.5,25
133104-129210,Jordan Addison,WR,MIN,GB,6100,8.578571319580078,10.71,24.0,46.5,-1.5,14
133104-151745,Brian Thomas Jr.,WR,JAC,CLE,6100,8.260000101725261,7.27,24.5,40.5,-8.5,30
133104-72297,Rico Dowdle,RB,PIT,ATL,6100,11.544444613986546,13.28,23.0,42.5,-3.5,22
133104-103444,Jacob Clark,QB,LV,MIA,6000,,6.03,22.5,41.5,-3.5,9
133104-14377,Tyrod Taylor,QB,GB,MIN,6000,10.743333180745443,9.01,22.5,46.5,1.5,32
133104-243753,Jack Strand,QB,ATL,PIT,6000,,5.75,19.5,42.5,3.5,5
133104-152646,Kyle McCord,QB,MIA,LV,6000,,4.07,19.0,41.5,3.5,18
133104-152673,Athan Kaliakmanis,QB,WAS,PHI,6000,,3.71,19.5,44.5,5.5,22
133104-160938,Quinn Ewers,QB,JAC,CLE,6000,8.920000076293945,7.93,24.5,40.5,-8.5,30
133104-86200,Sean Clifford,QB,CIN,TB,6000,,7.99,27.0,50.5,-3.5,2
133104-149696,Trey Lance,QB,LAC,ARI,6000,3.634999990463257,6.1,28.75,47.5,-10.0,10
133104-93382,Aidan O'Connell,QB,LV,MIA,6000,4.78000020980835,5.81,22.5,41.5,-3.5,9
133104-69833,Shane Buechele,QB,BUF,HOU,6000,3.920000076293945,2.91,23.0,44.5,-1.5,27
133104-86243,Will Levis,QB,TEN,NYJ,6000,10.99500020345052,12.24,20.5,39.5,-1.5,3
133104-152820,Taylen Green,QB,CLE,JAC,6000,,3.56,16.0,40.5,8.5,16
133104-63759,Tony Pollard,RB,TEN,NYJ,6000,10.488235473632812,13.02,20.5,39.5,-1.5,1
133104-129315,Anthony Richardson Sr.,QB,IND,BAL,6000,0.8299999833106995,1.49,22.0,47.5,3.5,11
133104-90406,Zach Wilson,QB,NO,DET,6000,0.3449999988079071,1.18,21.25,49.5,7.0,8
133104-120105,Will Howard,QB,PIT,ATL,6000,,5.43,23.0,42.5,-3.5,15
133104-86312,Alec Pierce,WR,IND,BAL,6000,11.053333536783857,11.21,22.0,47.5,3.5,4
133104-61798,Gardner Minshew II,QB,ARI,LAC,6000,0.1700000017881393,1.0,18.75,47.5,10.0,31
133104-151938,Luke Altmyer,QB,DET,NO,6000,,5.06,28.25,49.5,-7.0,29
133104-103824,Easton Stick,QB,TB,CIN,6000,,5.92,23.5,50.5,3.5,12
133104-70051,Tyler Huntley,QB,BAL,IND,6000,8.027999877929688,9.32,25.5,47.5,-3.5,13
133104-151969,Miller Moss,QB,CHI,CAR,6000,,4.67,25.25,47.5,-3.0,26
133104-60840,Jake Browning,QB,TB,CIN,6000,11.34800033569336,12.26,23.5,50.5,3.5,12
133104-166314,Cade Klubnik,QB,NYJ,TEN,6000,,5.51,19.0,39.5,1.5,6
133104-110000,Connor Bazelak,QB,TB,CIN,6000,,5.92,23.5,50.5,3.5,12
133104-185776,Tyson Bagent,QB,CHI,CAR,6000,1.2899999618530271,1.0,25.25,47.5,-3.0,26
133104-22994,Case Keenum,QB,CHI,CAR,6000,,4.67,25.25,47.5,-3.0,26
133104-53729,Mason Rudolph,QB,PIT,ATL,6000,2.8466666539510093,3.28,23.0,42.5,-3.5,15
133104-152044,Kyron Drones,QB,GB,MIN,6000,,3.27,22.5,46.5,1.5,32
133104-25079,Stefon Diggs,WR,WAS,PHI,6000,9.847619192940847,8.2,19.5,44.5,5.5,25
133104-134655,Hunter Dekkers,QB,NO,DET,6000,,5.83,21.25,49.5,7.0,8
133104-89607,Tanner McKee,QB,PHI,WAS,6000,3.690000057220459,5.94,25.0,44.5,-5.5,4
133104-160265,Mark Gronowski,QB,MIA,LV,6000,,4.07,19.0,41.5,3.5,18
133104-102933,Kedon Slovis,QB,GB,MIN,6000,-0.0399999991059303,3.27,22.5,46.5,1.5,32
133104-89628,Davis Mills,QB,HOU,BUF,6000,11.59999974568685,10.09,21.5,44.5,1.5,28
133104-87594,Sam Hartman,QB,WAS,PHI,6000,,3.71,19.5,44.5,5.5,22
133104-6714,Joe Flacco,QB,CIN,TB,6000,12.512307974008412,15.5,27.0,50.5,-3.5,2
133104-208467,Cam Miller,QB,MIA,LV,6000,,4.07,19.0,41.5,3.5,18
133104-41562,Nick Mullens,QB,JAC,CLE,6000,-0.0099999997764825,4.0,24.5,40.5,-8.5,30
133104-208491,Cole Payton,QB,PHI,WAS,6000,,7.25,25.0,44.5,-5.5,4
133104-135811,Jalon Daniels,QB,TB,CIN,6000,,5.92,23.5,50.5,3.5,12
133104-187015,Joey Aguilar,QB,JAC,CLE,6000,,4.0,24.5,40.5,-8.5,30
133104-184983,Joe Fagnano,QB,BAL,IND,6000,,6.29,25.5,47.5,-3.5,13
133104-29358,Marcus Mariota,QB,WAS,PHI,6000,13.25,11.96,19.5,44.5,5.5,22
133104-70324,Carson Wentz,QB,MIN,GB,6000,16.267999267578126,16.35,24.0,46.5,-1.5,20
133104-166588,Colston Loveland,TE,CHI,CAR,6000,9.411110772026907,12.92,25.25,47.5,-3.0,16
133104-139985,Bailey Zappe,QB,NYJ,TEN,6000,4.5,5.01,19.0,39.5,1.5,6
133104-38628,Mitchell Trubisky,QB,TEN,NYJ,6000,7.78000020980835,9.03,20.5,39.5,-1.5,3
133104-92975,Malik Cunningham,QB,DET,NO,6000,0.1000000014901161,1.0,28.25,49.5,-7.0,29
133104-120639,Quentin Johnston,WR,LAC,ARI,6000,10.87142835344587,11.74,28.75,47.5,-10.0,19
133104-154450,Riley Leonard,QB,IND,BAL,6000,6.4,7.06,22.0,47.5,3.5,11
133104-8023,Josh Johnson,QB,CIN,TB,6000,8.793333053588867,11.78,27.0,50.5,-3.5,2
133104-119641,Brady Cook,QB,MIA,LV,6000,7.091999816894531,6.16,19.0,41.5,3.5,18
133104-53095,Kyle Allen,QB,BUF,HOU,6000,-0.1500000059604644,3.99,23.0,44.5,-1.5,27
133104-92020,Kenny Pickett,QB,CAR,CHI,6000,1.6200000445048015,2.82,22.25,47.5,3.0,7
133104-119670,Carson Beck,QB,ARI,LAC,6000,,2.45,18.75,47.5,10.0,31
133104-14225,Andy Dalton,QB,PHI,WAS,6000,2.630000114440918,4.88,25.0,44.5,-5.5,4
133104-128944,Haynes King,QB,CAR,CHI,6000,,6.2,22.25,47.5,3.0,7
133104-111557,Spencer Rattler,QB,NO,DET,6000,11.515555487738716,12.35,21.25,49.5,7.0,8
133104-200653,Max Brosmer,QB,MIN,GB,6000,1.1742857524326868,1.25,24.0,46.5,-1.5,20
133104-85983,Hendon Hooker,QB,TEN,NYJ,6000,0.6700000166893005,1.92,20.5,39.5,-1.5,3
133104-166892,Drew Allar,QB,PIT,ATL,6000,,5.43,23.0,42.5,-3.5,15
133104-129010,DJ Uiagalelei,QB,LAC,ARI,6000,,7.47,28.75,47.5,-10.0,10
133104-152651,Marvin Harrison Jr.,WR,ARI,LAC,5900,8.941666920979818,9.88,18.75,47.5,10.0,23
133104-61593,Jauan Jennings,WR,MIN,GB,5900,9.368234970990349,7.45,24.0,46.5,-1.5,14
133104-90428,Tyler Allgeier,RB,ARI,LAC,5900,6.823529411764706,3.67,18.75,47.5,10.0,29
133104-86518,Khalil Shakir,WR,BUF,HOU,5900,8.811111450195312,8.61,23.0,44.5,-1.5,26
133104-40442,Aaron Jones Sr.,RB,MIN,GB,5900,8.72499974568685,11.09,24.0,46.5,-1.5,14
133104-64555,Calvin Ridley,WR,TEN,NYJ,5800,5.971428462437221,7.74,20.5,39.5,-1.5,16
133104-63634,Jakobi Meyers,WR,JAC,CLE,5800,8.235294117647058,7.24,24.5,40.5,-8.5,30
133104-105646,Sam LaPorta,TE,DET,NO,5800,9.655555725097656,11.85,28.25,49.5,-7.0,22
133104-110974,Malik Washington,WR,MIA,LV,5800,5.511764526367188,6.57,19.0,41.5,3.5,13
133104-87467,Chuba Hubbard,RB,CAR,CHI,5800,8.081250190734863,11.34,22.25,47.5,3.0,18
133104-69213,Michael Pittman Jr.,WR,PIT,ATL,5800,9.72941140567555,13.7,23.0,42.5,-3.5,7
133104-188171,Jeremiyah Love,RB,ARI,LAC,5800,,11.54,18.75,47.5,10.0,29
133104-158968,Jonathon Brooks,RB,CAR,CHI,5700,2.0,11.34,22.25,47.5,3.0,18
133104-89455,Jayden Reed,WR,GB,MIN,5700,8.783333460489908,8.3,22.5,46.5,1.5,32
133104-117178,Jacory Croskey-Merritt,RB,WAS,PHI,5700,8.341176650103401,8.26,19.5,44.5,5.5,12
133104-90561,Jerry Jeudy,WR,CLE,JAC,5700,5.6294115851907165,6.7,16.0,40.5,8.5,16
133104-29253,Keenan Allen,WR,IND,BAL,5700,8.288888719346788,8.69,22.0,47.5,3.5,4
133104-172699,Harold Fannin Jr.,TE,CLE,JAC,5700,9.587499618530272,9.69,16.0,40.5,8.5,16
133104-166916,Matthew Golden,WR,GB,MIN,5600,4.793333435058594,9.18,22.5,46.5,1.5,32
133104-103619,Tre Tucker,WR,LV,MIA,5600,8.011764526367188,9.45,22.5,41.5,-3.5,15
133104-129305,Josh Downs,WR,IND,BAL,5600,6.712500095367432,10.62,22.0,47.5,3.5,4
133104-137530,Tyler Warren,TE,IND,BAL,5600,8.852941176470589,11.1,22.0,47.5,3.5,26
133104-183756,Carnell Tate,WR,TEN,NYJ,5600,,11.67,20.5,39.5,-1.5,16
133104-137902,Rachaad White,RB,WAS,PHI,5600,7.235294117647059,7.15,19.5,44.5,5.5,12
133104-144102,Kyle Monangai,RB,CHI,CAR,5600,8.331579107987253,13.4,25.25,47.5,-3.0,7
133104-86080,Kyle Pitts Sr.,TE,ATL,PIT,5500,9.988235473632812,11.29,19.5,42.5,3.5,4
133104-183380,Makai Lemon,WR,PHI,WAS,5500,,10.18,25.0,44.5,-5.5,9
133104-42104,Alvin Kamara,RB,NO,DET,5500,7.654545177112926,5.89,21.25,49.5,7.0,23
133104-110259,Treylon Burks,WR,WAS,PHI,5500,3.0,1.35,19.5,44.5,5.5,25
133104-90912,Kenny Gainwell,RB,TB,CIN,5500,10.633332994249132,12.66,23.5,50.5,3.5,4
133104-110457,Dontayvion Wicks,WR,PHI,WAS,5500,4.676923018235427,8.93,25.0,44.5,-5.5,9
133104-86229,Jahan Dotson,WR,ATL,PIT,5400,2.575000047683716,5.56,19.5,42.5,3.5,8
133104-120042,Jalen McMillan,WR,TB,CIN,5400,6.724999904632568,6.79,23.5,50.5,3.5,31
133104-151789,Adonai Mitchell,WR,NYJ,TEN,5400,4.75,8.69,19.0,39.5,1.5,5
133104-64808,Juwan Johnson,TE,NO,DET,5400,8.3176466997932,9.06,21.25,49.5,7.0,13
133104-201547,Jalen Coker,WR,CAR,CHI,5400,8.40000025431315,10.54,22.25,47.5,3.0,6
133104-86875,Jordan Mason,RB,MIN,GB,5400,7.806250095367432,9.55,24.0,46.5,-1.5,14
133104-87127,Chris Rodriguez Jr.,RB,JAC,CLE,5300,7.541666666666667,10.03,24.5,40.5,-8.5,11
133104-103539,Wan'Dale Robinson,WR,TEN,NYJ,5300,11.306249618530272,10.04,20.5,39.5,-1.5,16
133104-83074,Dallas Goedert,TE,PHI,WAS,5300,10.96875,12.79,25.0,44.5,-5.5,7
133104-158438,Oronde Gadsden II,TE,LAC,ARI,5300,7.150000095367432,10.58,28.75,47.5,-10.0,2
133104-184184,Travis Hunter,WR,JAC,CLE,5300,7.542857033865792,6.55,24.5,40.5,-8.5,30
133104-64389,Nick Westbrook-Ikhine,WR,IND,BAL,5300,1.309090874411843,2.81,22.0,47.5,3.5,4
133104-64496,Olamide Zaccheaus,WR,ATL,PIT,5300,4.625,5.02,19.5,42.5,3.5,8
133104-145558,Dalton Kincaid,TE,BUF,HOU,5200,10.014285496303014,8.87,23.0,44.5,-1.5,17
133104-52436,Mark Andrews,TE,BAL,IND,5200,6.294117647058823,11.88,25.5,47.5,-3.5,9
133104-166112,Ollie Gordon II,RB,MIA,LV,5200,2.9764704984777115,1.82,19.0,41.5,3.5,13
133104-166323,Antonio Williams,WR,WAS,PHI,5200,,3.35,19.5,44.5,5.5,25
133104-90562,Brian Robinson Jr.,RB,ATL,PIT,5200,3.142105303312603,3.22,19.5,42.5,3.5,26
133104-88548,Jalen Tolbert,WR,MIA,LV,5200,3.390909021550959,3.06,19.0,41.5,3.5,13
133104-92859,Jalen Nailor,WR,LV,MIA,5200,5.247058644014246,8.48,22.5,41.5,-3.5,15
133104-85845,Rashod Bateman,WR,BAL,IND,5200,3.5307693481445312,9.92,25.5,47.5,-3.5,2
133104-103587,Brenton Strange,TE,JAC,CLE,5100,7.453846271221455,7.9,24.5,40.5,-8.5,18
133104-183649,KC Concepcion,WR,CLE,JAC,5100,,7.64,16.0,40.5,8.5,16
133104-174486,Dylan Sampson,RB,CLE,JAC,5100,4.73999989827474,2.78,16.0,40.5,8.5,16
133104-128624,Tez Johnson,WR,TB,CIN,5100,5.226666768391927,3.86,23.5,50.5,3.5,31
133104-128633,Kimani Vidal,RB,LAC,ARI,5100,8.928571428571429,7.05,28.75,47.5,-10.0,2
133104-86687,Hollywood Brown,WR,PHI,WAS,5100,7.074999809265137,8.72,25.0,44.5,-5.5,9
133104-172715,Omar Cooper Jr.,WR,NYJ,TEN,5100,,6.32,19.0,39.5,1.5,5
133104-55042,Dalton Schultz,TE,HOU,BUF,5100,7.636842426500823,6.38,21.5,44.5,1.5,32
133104-71706,T.J. Hockenson,TE,MIN,GB,5000,5.820000203450521,8.92,24.0,46.5,-1.5,23
133104-103511,Devaughn Vele,WR,NO,DET,5000,5.977777693006727,10.74,21.25,49.5,7.0,3
133104-88297,Chig Okonkwo,TE,WAS,PHI,5000,5.647058823529412,3.28,19.5,44.5,5.5,31
133104-12554,Jacksonville Jaguars,D,JAC,CLE,5000,8.166666666666666,11.57,24.5,40.5,-8.5,16
133104-152007,Jaylin Noel,WR,HOU,BUF,5000,2.9157895539936267,6.78,21.5,44.5,1.5,28
133104-88575,Elijah Moore,WR,PHI,WAS,5000,2.5,4.15,25.0,44.5,-5.5,9
133104-63050,Ty Johnson,RB,BUF,HOU,5000,5.194117826573989,3.6,23.0,44.5,-1.5,27
133104-86811,Cade Otton,TE,TB,CIN,5000,6.179999796549479,8.41,23.5,50.5,3.5,1
133104-107293,Tyjae Spears,RB,TEN,NYJ,5000,6.861538226787861,10.83,20.5,39.5,-1.5,1
133104-172861,Elic Ayomanor,WR,TEN,NYJ,5000,6.0,5.68,20.5,39.5,-1.5,16
133104-137059,Sean Tucker,RB,TB,CIN,5000,5.317647148581112,7.19,23.5,50.5,3.5,4
133104-119653,Kayshon Boutte,WR,HOU,BUF,5000,7.66111077202691,7.25,21.5,44.5,1.5,28
133104-185593,Andrei Iosivas,WR,CIN,TB,4900,4.893333435058594,5.96,27.0,50.5,-3.5,18
133104-12547,Pittsburgh Steelers,D,PIT,ATL,4900,7.833333333333333,9.03,23.0,42.5,-3.5,16
133104-133477,Darnell Washington,TE,PIT,ATL,4900,4.453846271221455,3.68,23.0,42.5,-3.5,25
133104-190930,Ja'Kobi Lane,WR,BAL,IND,4900,,9.16,25.5,47.5,-3.5,2
133104-152103,Jaylen Wright,RB,MIA,LV,4900,5.411111195882161,2.56,19.0,41.5,3.5,13
133104-157467,Keon Coleman,WR,BUF,HOU,4900,7.0,6.11,23.0,44.5,-1.5,26
133104-91931,Greg Dulcich,TE,MIA,LV,4900,5.533333248562283,3.28,19.0,41.5,3.5,29
133104-166749,LeQuint Allen Jr.,RB,JAC,CLE,4900,1.2647058823529411,3.75,24.5,40.5,-8.5,11
133104-119697,MarShawn Lloyd,RB,GB,MIN,4900,2.299999952316284,11.69,22.5,46.5,1.5,25
133104-56265,Mike Gesicki,TE,CIN,TB,4900,4.725000063578288,7.6,27.0,50.5,-3.5,3
133104-55335,David Njoku,TE,LAC,ARI,4800,6.345454822887074,9.77,28.75,47.5,-10.0,2
133104-168054,Mason Taylor,TE,NYJ,TEN,4800,5.146153963529146,5.18,19.0,39.5,1.5,10
133104-151741,Jack Bech,WR,LV,MIA,4800,2.700000127156576,3.01,22.5,41.5,-3.5,15
133104-183488,Isaac TeSlaa,WR,DET,NO,4800,4.850000108991351,5.15,28.25,49.5,-7.0,27
133104-167110,Denzel Boston,WR,CLE,JAC,4800,,6.84,16.0,40.5,8.5,16
133104-52451,Samaje Perine,RB,CIN,TB,4800,4.626666768391927,8.44,27.0,50.5,-3.5,16
133104-86244,Pat Freiermuth,TE,PIT,ATL,4800,6.150000095367432,7.66,23.0,42.5,-3.5,25
