Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
133646-57543,RB,D'Ernest,D'Ernest Johnson,Johnson,0.3125,8,4400,NYJ@TEN,TEN,NYJ,,,,,,RB/FLEX
133646-12556,D,Houston,Houston Texans,Texans,10.842105263157896,19,4400,BUF@HOU,HOU,BUF,,,,,,DEF
133646-60712,TE,Foster,Foster Moreau,Moreau,1.3428570883614677,7,4400,BUF@HOU,HOU,BUF,,,,,,TE/FLEX
133646-87432,WR,Cedric,Cedric Tillman,Tillman,4.125,12,4400,NO@DET,NO,DET,,,,,,WR/FLEX
133646-25011,TE,Darren,Darren Waller,Waller,9.587499618530273,8,4400,CHI@CAR,CAR,CHI,,,,,,TE/FLEX
133646-157150,RB,Audric,Audric Estime,Estime,8.419999694824218,5,4400,NO@DET,NO,DET,,,,,,RB/FLEX
133646-158402,WR,Skyler,Skyler Bell,Bell,,0,4400,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133646-71521,RB,Justice,Justice Hill,Hill,5.470000076293945,10,4400,BAL@IND,BAL,IND,,,,,,RB/FLEX
133646-60451,TE,Tyler,Tyler Conklin,Conklin,2.300000031789144,6,4300,NO@DET,DET,NO,,,,,,TE/FLEX
133646-173241,WR,Barion,Barion Brown,Brown,,0,4300,NO@DET,NO,DET,,,,,,WR/FLEX
133646-151806,RB,Raheim,Raheim Sanders,Sanders,4.699999809265137,4,4300,CLE@JAC,CLE,JAC,,,,,,RB/FLEX
133646-12555,D,Baltimore,Baltimore Ravens,Ravens,5.705882352941177,17,4300,BAL@IND,BAL,IND,,,,,,DEF
133646-33047,WR,Chris,Chris Moore,Moore,3.3099998474121093,10,4300,BAL@IND,BAL,IND,,,,,,WR/FLEX
133646-167306,TE,Tanner,Tanner Koziol,Koziol,,0,4300,CLE@JAC,JAC,CLE,,,,,,TE/FLEX
133646-160213,RB,Isaiah,Isaiah Davis,Davis,3.793750047683716,16,4300,NYJ@TEN,NYJ,TEN,Q,Knee,,,,RB/FLEX
133646-87515,WR,Tylan,Tylan Wallace,Wallace,1.3888888888888888,9,4300,CLE@JAC,CLE,JAC,,,,,,WR/FLEX
133646-104012,WR,Ashton,Ashton Dulin,Dulin,1.5909090909090908,11,4300,BAL@IND,IND,BAL,,,,,,WR/FLEX
133646-27229,RB,Ameer,Ameer Abdullah,Abdullah,2.146153816810021,13,4300,CLE@JAC,JAC,CLE,,,,,,RB/FLEX
133646-62055,WR,Ray-Ray,Ray-Ray McCloud III,McCloud III,2.0799999237060547,5,4300,CHI@CAR,CHI,CAR,Q,Undisclosed,,,,WR/FLEX
133646-147168,WR,Chris,Chris Blair,Blair,0,1,4300,ATL@PIT,ATL,PIT,,,,,,WR/FLEX
133646-57091,WR,Tim,Tim Patrick,Patrick,3.1571429116385326,14,4300,NYJ@TEN,NYJ,TEN,,,,,,WR/FLEX
133646-27477,WR,Sterling,Sterling Shepard,Shepard,4.8076923076923075,13,4300,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133646-173994,WR,Zavion,Zavion Thomas,Thomas,,0,4300,CHI@CAR,CHI,CAR,,,,,,WR/FLEX
133646-111637,TE,Cade,Cade Stover,Stover,2.237499952316284,8,4200,BUF@HOU,HOU,BUF,,,,,,TE/FLEX
133646-83117,TE,Tanner,Tanner Hudson,Hudson,3.8299999237060547,10,4200,TB@CIN,CIN,TB,,,,,,TE/FLEX
133646-40126,TE,Austin,Austin Hooper,Hooper,3.293750047683716,16,4200,ATL@PIT,ATL,PIT,,,,,,TE/FLEX
133646-137488,RB,Rasheen,Rasheen Ali,Ali,1.5153846740722656,13,4200,BAL@IND,BAL,IND,,,,,,RB/FLEX
133646-93539,RB,Michael,Michael Carter,Carter,6.346153846153846,13,4200,NYJ@TEN,TEN,NYJ,,,,,,RB/FLEX
133646-112041,WR,Isaiah,Isaiah Williams,Williams,3.1499998910086497,14,4200,NYJ@TEN,NYJ,TEN,,,,,,WR/FLEX
133646-112101,WR,Jared,Jared Wayne,Wayne,3,1,4200,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133646-154124,TE,Mitchell,Mitchell Evans,Evans,2.7642857687813893,14,4200,CHI@CAR,CAR,CHI,,,,,,TE/FLEX
133646-87634,TE,Blake,Blake Whiteheart,Whiteheart,0.17499999701976776,8,4200,CLE@JAC,CLE,JAC,,,,,,TE/FLEX
133646-200291,TE,Jackson,Jackson Hawes,Hawes,3.4384615971491885,13,4200,BUF@HOU,BUF,HOU,,,,,,TE/FLEX
133646-172646,RB,Trevor,Trevor Etienne,Etienne,0.47777779897054035,18,4200,CHI@CAR,CAR,CHI,IR,Ankle,,,,RB/FLEX
133646-88685,WR,Austin,Austin Trammell,Trammell,1.0166666507720947,6,4200,CLE@JAC,JAC,CLE,,,,,,WR/FLEX
133646-87815,TE,Jeremy,Jeremy Ruckert,Ruckert,2.7230770404522238,13,4200,NYJ@TEN,NYJ,TEN,,,,,,TE/FLEX
133646-103187,RB,Roschon,Roschon Johnson,Johnson,0.5666666825612386,3,4200,CHI@CAR,CHI,CAR,,,,,,RB/FLEX
133646-201535,WR,Kameron,Kameron Johnson,Johnson,0.981249988079071,16,4200,TB@CIN,TB,CIN,,,,,,WR/FLEX
133646-120657,RB,Kendre,Kendre Miller,Miller,4.399999891008649,7,4200,NO@DET,NO,DET,Q,Undisclosed,,,,RB/FLEX
133646-42046,TE,Durham,Durham Smythe,Smythe,0.9428571292332241,7,4100,BAL@IND,BAL,IND,,,,,,TE/FLEX
133646-79987,WR,David,David Moore,Moore,0.7333333492279053,3,4100,CHI@CAR,CAR,CHI,,,,,,WR/FLEX
133646-61555,WR,David,David Sills V,Sills V,3.3416665395100913,12,4100,TB@CIN,TB,CIN,IR,Undisclosed,,,,WR/FLEX
133646-83083,WR,Justin,Justin Watson,Watson,1.5,3,4100,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133646-168076,RB,Sione,Sione Vaki,Vaki,0.06666666766007741,6,4100,NO@DET,DET,NO,,,,,,RB/FLEX
133646-93391,TE,Payne,Payne Durham,Durham,0.3200000047683716,5,4100,TB@CIN,TB,CIN,,,,,,TE/FLEX
133646-12526,D,Buffalo,Buffalo Bills,Bills,6.105263157894737,19,4100,BUF@HOU,BUF,HOU,,,,,,DEF
133646-87371,RB,Ty,Ty Chandler,Chandler,2.433333396911621,3,4100,NO@DET,NO,DET,IR,Knee,,,,RB/FLEX
133646-89437,WR,Tim,Tim Jones,Jones,1,2,4100,CLE@JAC,JAC,CLE,,,,,,WR/FLEX
133646-63855,WR,K.J.,K.J. Osborn,Osborn,2.171428544180734,7,4100,NYJ@TEN,TEN,NYJ,,,,,,WR/FLEX
133646-56698,WR,Dante,Dante Pettis,Pettis,2.171428544180734,7,4100,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133646-71105,WR,Ben,Ben Skowronek,Skowronek,1.2416666348775227,12,4100,ATL@PIT,PIT,ATL,Q,Concussion,,,,WR/FLEX
133646-147049,TE,Drew,Drew Ogletree,Ogletree,2.1399999618530274,5,4100,BAL@IND,IND,BAL,,,,,,TE/FLEX
133646-71351,TE,Charlie,Charlie Woerner,Woerner,1.100000023841858,8,4100,ATL@PIT,ATL,PIT,,,,,,TE/FLEX
133646-71352,WR,Mecole,Mecole Hardman Jr.,Hardman Jr.,1.6333333651224773,3,4100,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133646-110274,WR,Bub,Bub Means,Means,5.574999809265137,4,4100,NO@DET,NO,DET,,,,,,WR/FLEX
133646-86747,WR,Dylan,Dylan Drummond,Drummond,1.5399999618530273,5,4100,ATL@PIT,ATL,PIT,,,,,,WR/FLEX
133646-157438,WR,Jimmy,Jimmy Horn Jr.,Horn Jr.,2.109090978449041,11,4100,CHI@CAR,CAR,CHI,,,,,,WR/FLEX
133646-61273,WR,Scotty,Scotty Miller,Miller,2.1399999618530274,5,4100,CHI@CAR,CHI,CAR,,,,,,WR/FLEX
133646-128913,WR,Malachi,Malachi Corley,Corley,2.175000031789144,12,4100,CLE@JAC,CLE,JAC,,,,,,WR/FLEX
133646-137122,RB,Tahj,Tahj Brooks,Brooks,0.737500011920929,8,4100,TB@CIN,CIN,TB,,,,,,RB/FLEX
133646-91055,WR,Kevin,Kevin Austin Jr.,Austin Jr.,5.3,5,4100,NO@DET,NO,DET,,,,,,WR/FLEX
133646-69581,WR,Cedrick,Cedrick Wilson Jr.,Wilson Jr.,1.150000015894572,6,4100,NO@DET,DET,NO,Q,Knee,,,,WR/FLEX
133646-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,2.2000000693581323,11,4100,BAL@IND,IND,BAL,,,,,,TE/FLEX
133646-178158,WR,Colbie,Colbie Young,Young,,0,4100,TB@CIN,CIN,TB,,,,,,WR/FLEX
133646-173066,RB,CJ,CJ Donaldson,Donaldson,,0,4000,NO@DET,NO,DET,,,,,,RB/FLEX
133646-90123,TE,Quintin,Quintin Morris,Morris,1.8125,8,4000,CLE@JAC,JAC,CLE,,,,,,TE/FLEX
133646-96269,RB,Owen,Owen Wright,Wright,0.30000001192092896,2,4000,BUF@HOU,HOU,BUF,,,,,,RB/FLEX
133646-167950,TE,Oscar,Oscar Delp,Delp,,0,4000,NO@DET,NO,DET,Q,Hamstring,,,,TE/FLEX
133646-226319,WR,Junior,Junior Bergen,Bergen,,0,4000,NYJ@TEN,NYJ,TEN,,,,,,WR/FLEX
133646-175126,WR,Chris,Chris Brazzell II,Brazzell II,,0,4000,CHI@CAR,CAR,CHI,IR,Knee,,,,WR/FLEX
133646-139284,RB,Frank,Frank Gore Jr.,Gore Jr.,0.550000011920929,2,4000,BUF@HOU,BUF,HOU,,,,,,RB/FLEX
133646-110616,TE,Treyton,Treyton Welch,Welch,,0,4000,NO@DET,NO,DET,,,,,,TE/FLEX
133646-152603,RB,Anthony,Anthony Tyus III,Tyus III,,0,4000,CHI@CAR,CAR,CHI,,,,,,RB/FLEX
133646-137254,RB,Deuce,Deuce Vaughn,Vaughn,1.7166666984558105,6,4000,BUF@HOU,HOU,BUF,,,,,,RB/FLEX
133646-243751,WR,Treyvhon,Treyvhon Saunders,Saunders,,0,4000,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133646-243752,WR,Daniel,Daniel Sobkowicz,Sobkowicz,,0,4000,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133646-88109,RB,Gary,Gary Brightwell,Brightwell,0,2,4000,TB@CIN,CIN,TB,,,,,,RB/FLEX
133646-175154,TE,Jack,Jack Endries,Endries,,0,4000,TB@CIN,CIN,TB,,,,,,TE/FLEX
133646-129081,RB,Ahmani,Ahmani Marshall,Marshall,,0,4000,CHI@CAR,CAR,CHI,,,,,,RB/FLEX
133646-173113,RB,Eli,Eli Heidenreich,Heidenreich,,0,4000,ATL@PIT,PIT,ATL,,,,,,RB/FLEX
133646-87109,WR,Bryce,Bryce Oliver,Oliver,1.2999999523162842,1,4000,CLE@JAC,CLE,JAC,,,,,,WR/FLEX
133646-168005,WR,CJ,CJ Williams,Williams,,0,4000,CLE@JAC,JAC,CLE,,,,,,WR/FLEX
133646-165962,TE,Nikola,Nikola Kalinic,Kalinic,0,2,4000,CHI@CAR,CHI,CAR,IR,Knee,,,,TE/FLEX
133646-87117,TE,Brenden,Brenden Bates,Bates,1.3600000381469726,5,4000,CLE@JAC,CLE,JAC,Q,Undisclosed,,,,TE/FLEX
133646-141390,TE,Riley,Riley Nowakowski,Nowakowski,,0,4000,ATL@PIT,PIT,ATL,,,,,,TE/FLEX
133646-65627,WR,Maurice,Maurice Alexander,Alexander,0,1,4000,CHI@CAR,CHI,CAR,,,,,,WR/FLEX
133646-152675,WR,Brady,Brady Boyd,Boyd,,0,4000,CLE@JAC,JAC,CLE,,,,,,WR/FLEX
133646-154730,WR,Dean,Dean Patterson IV,Patterson IV,,0,4000,TB@CIN,TB,CIN,,,,,,WR/FLEX
133646-175211,WR,Cortez,Cortez Braham Jr.,Braham Jr.,,0,4000,BAL@IND,BAL,IND,,,,,,WR/FLEX
133646-68714,TE,Ko,Ko Kieft,Kieft,0,1,4000,TB@CIN,TB,CIN,,,,,,TE/FLEX
133646-86125,WR,Brandon,Brandon Smith,Smith,,0,4000,ATL@PIT,PIT,ATL,,,,,,WR/FLEX
133646-183404,TE,Josh,Josh Cuevas,Cuevas,,0,4000,BAL@IND,BAL,IND,,,,,,TE/FLEX
133646-140407,RB,Miles,Miles Davis,Davis,,0,4000,CHI@CAR,CAR,CHI,,,,,,RB/FLEX
133646-158836,RB,Lucas,Lucas Scott,Scott,,0,4000,BAL@IND,BAL,IND,,,,,,RB/FLEX
133646-110721,WR,Dayton,Dayton Wade,Wade,,0,4000,BAL@IND,BAL,IND,,,,,,WR/FLEX
133646-159883,RB,Cash,Cash Jones,Jones,,0,4000,ATL@PIT,ATL,PIT,,,,,,RB/FLEX
133646-152717,WR,Beaux,Beaux Collins,Collins,1.1666666666666667,3,4000,ATL@PIT,ATL,PIT,IR,Undisclosed,,,,WR/FLEX
133646-54426,TE,Andrew,Andrew Beck,Beck,2.2222222222222223,9,4000,NYJ@TEN,NYJ,TEN,,,,,,TE/FLEX
133646-94363,WR,Elijah,Elijah Cooks,Cooks,,0,4000,CHI@CAR,CAR,CHI,,,,,,WR/FLEX
133646-135321,WR,Mac,Mac Dalena,Dalena,,0,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133646-139417,RB,Anderson,Anderson Castle,Castle,,0,4000,BAL@IND,IND,BAL,,,,,,RB/FLEX
133646-173230,TE,Josh,Josh Kattus,Kattus,,0,4000,TB@CIN,CIN,TB,,,,,,TE/FLEX
133646-201903,WR,Coleman,Coleman Owen,Owen,0,2,4000,BAL@IND,IND,BAL,IR,Concussion,,,,WR/FLEX
133646-105648,RB,Tyler,Tyler Goodson,Goodson,0.4199999809265137,10,4000,ATL@PIT,ATL,PIT,,,,,,RB/FLEX
133646-178371,TE,Lance,Lance Mason,Mason,,0,4000,ATL@PIT,PIT,ATL,,,,,,TE/FLEX
133646-158916,TE,Bauer,Bauer Sharp,Sharp,,0,4000,TB@CIN,TB,CIN,,,,,,TE/FLEX
133646-176325,TE,Jack,Jack Velling,Velling,,0,4000,ATL@PIT,ATL,PIT,,,,,,TE/FLEX
133646-170184,RB,Julius,Julius Chestnut,Chestnut,0.3076923076923077,13,4000,NYJ@TEN,TEN,NYJ,,,,,,RB/FLEX
133646-152784,WR,Raylen,Raylen Sharpe,Sharpe,,0,4000,BAL@IND,IND,BAL,,,,,,WR/FLEX
133646-242901,WR,Ben,Ben Patterson,Patterson,,0,4000,CLE@JAC,CLE,JAC,,,,,,WR/FLEX
133646-95455,WR,D.J.,D.J. Montgomery,Montgomery,,0,4000,BAL@IND,IND,BAL,IR,Abdomen,,,,WR/FLEX
133646-226525,WR,Chandler,Chandler Brayboy,Brayboy,,0,4000,CLE@JAC,JAC,CLE,,,,,,WR/FLEX
133646-170208,WR,Kaden,Kaden Davis,Davis,0,1,4000,CHI@CAR,CHI,CAR,,,,,,WR/FLEX
133646-169185,WR,Jamaal,Jamaal Pritchett,Pritchett,,0,4000,NYJ@TEN,NYJ,TEN,,,,,,WR/FLEX
133646-170214,WR,Dennis,Dennis Houston,Houston,,0,4000,TB@CIN,TB,CIN,Q,Groin,,,,WR/FLEX
133646-130276,WR,Mason,Mason Kinsey,Kinsey,1.4500000476837158,4,4000,NYJ@TEN,TEN,NYJ,,,,,,WR/FLEX
133646-168171,TE,Jaren,Jaren Kanak,Kanak,,0,4000,NYJ@TEN,TEN,NYJ,IR,Pectoral,,,,TE/FLEX
133646-139510,WR,Caullin,Caullin Lacy,Lacy,,0,4000,NYJ@TEN,NYJ,TEN,Q,Undisclosed,,,,WR/FLEX
133646-151799,WR,Jackson,Jackson Meeks,Meeks,,0,4000,NO@DET,DET,NO,,,,,,WR/FLEX
133646-173300,WR,Octavian,Octavian Smith Jr.,Smith Jr.,,0,4000,BAL@IND,BAL,IND,,,,,,WR/FLEX
133646-61693,TE,Danny,Danny Pinter,Pinter,0,1,4000,BAL@IND,BAL,IND,IR,Knee,,,,TE/FLEX
133646-71935,WR,Kendric,Kendric Pryor,Pryor,1.399999976158142,1,4000,TB@CIN,CIN,TB,,,,,,WR/FLEX
133646-110868,RB,Josh,Josh Williams,Williams,0.550000011920929,2,4000,TB@CIN,TB,CIN,,,,,,RB/FLEX
133646-137495,RB,Kentrel,Kentrel Bullock,Bullock,,0,4000,TB@CIN,CIN,TB,,,,,,RB/FLEX
133646-157975,TE,Keleki,Keleki Latu,Latu,1.8333333333333333,3,4000,BUF@HOU,BUF,HOU,,,,,,TE/FLEX
133646-129302,WR,Stephen,Stephen Gosnell,Gosnell,,0,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133646-91428,WR,Tarik,Tarik Black,Black,,0,4000,NO@DET,DET,NO,,,,,,WR/FLEX
133646-92479,TE,David,David Martin-Robinson,Martin-Robinson,1.5714285714285714,7,4000,NYJ@TEN,TEN,NYJ,,,,,,TE/FLEX
133646-41305,WR,Zay,Zay Jones,Jones,4.049999872843425,6,4000,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133646-152921,RB,Sam,Sam Scott,Scott,,0,4000,NYJ@TEN,NYJ,TEN,Q,Undisclosed,,,,RB/FLEX
133646-185699,WR,Eric,Eric Rivers Jr.,Rivers Jr.,,0,4000,TB@CIN,TB,CIN,,,,,,WR/FLEX
133646-133478,WR,Arian,Arian Smith,Smith,0.7692307692307693,13,4000,NYJ@TEN,NYJ,TEN,,,,,,WR/FLEX
133646-93540,RB,British,British Brooks,Brooks,0.9750000238418579,8,4000,BUF@HOU,HOU,BUF,Q,Hand,,,,RB/FLEX
133646-153957,TE,Zaire,Zaire Mitchell-Paden,Mitchell-Paden,0.9000000158945719,3,4000,BUF@HOU,HOU,BUF,,,,,,TE/FLEX
133646-151914,TE,Moliki,Moliki Matavao,Matavao,2,1,4000,NO@DET,NO,DET,IR,Knee,,,,TE/FLEX
133646-166253,TE,Sam,Sam Roush,Roush,,0,4000,CHI@CAR,CHI,CAR,,,,,,TE/FLEX
133646-90480,TE,Joel,Joel Wilson,Wilson,,0,4000,NYJ@TEN,TEN,NYJ,,,,,,TE/FLEX
133646-90483,TE,Bernhard,Bernhard Raimann,Raimann,0,2,4000,BAL@IND,IND,BAL,,,,,,TE/FLEX
133646-151920,TE,Jermaine,Jermaine Terry,Terry,,0,4000,CLE@JAC,CLE,JAC,,,,,,TE/FLEX
133646-110977,TE,Thomas,Thomas Gordon,Gordon,,0,4000,NO@DET,DET,NO,,,,,,TE/FLEX
133646-70023,WR,Cornell,Cornell Powell,Powell,,0,4000,ATL@PIT,PIT,ATL,,,,,,WR/FLEX
133646-138649,WR,LaJohntay,LaJohntay Wester,Wester,-0.16666666666666666,12,4000,BAL@IND,BAL,IND,,,,,,WR/FLEX
133646-133538,WR,Levi,Levi Wentz,Wentz,,0,4000,ATL@PIT,PIT,ATL,,,,,,WR/FLEX
133646-151968,TE,Lake,Lake McRee,McRee,,0,4000,ATL@PIT,PIT,ATL,,,,,,TE/FLEX
133646-112037,WR,Casey,Casey Washington,Washington,2.4799999237060546,5,4000,CHI@CAR,CAR,CHI,,,,,,WR/FLEX
133646-166313,RB,Adam,Adam Randall,Randall,,0,4000,BAL@IND,BAL,IND,IR,Undisclosed,,,,RB/FLEX
133646-241064,WR,Dohnte,Dohnte Meyers,Meyers,,0,4000,TB@CIN,CIN,TB,,,,,,WR/FLEX
133646-87469,TE,Jelani,Jelani Woods,Woods,0.44999998807907104,2,4000,NYJ@TEN,NYJ,TEN,,,,,,TE/FLEX
133646-92590,RB,Raheem,Raheem Blackshear,Blackshear,0.5333333333333333,15,4000,NO@DET,DET,NO,Q,Undisclosed,,,,RB/FLEX
133646-175539,WR,Vinny,Vinny Anthony II,Anthony II,,0,4000,ATL@PIT,ATL,PIT,,,,,,WR/FLEX
133646-133558,WR,Luke,Luke Floriea,Floriea,,0,4000,CLE@JAC,CLE,JAC,,,,,,WR/FLEX
133646-184756,TE,Hayden,Hayden Large,Large,,0,4000,CHI@CAR,CHI,CAR,IR,Undisclosed,,,,TE/FLEX
133646-225739,TE,Cody,Cody Hardy,Hardy,,0,4000,NO@DET,NO,DET,,,,,,TE/FLEX
133646-26057,RB,Michael,Michael Burton,Burton,2.209090839732777,11,4000,CLE@JAC,CLE,JAC,,,,,,RB/FLEX
133646-152008,TE,Tyler,Tyler Moore,Moore,,0,4000,BAL@IND,IND,BAL,,,,,,TE/FLEX
133646-152014,WR,JP,JP Richardson,Richardson,,0,4000,CHI@CAR,CHI,CAR,,,,,,WR/FLEX
133646-173518,WR,Qadir,Qadir Ismail,Ismail,,0,4000,CHI@CAR,CHI,CAR,,,,,,WR/FLEX
133646-177614,TE,Marlin,Marlin Klein,Klein,,0,4000,BUF@HOU,HOU,BUF,,,,,,TE/FLEX
133646-69068,RB,Jonathan,Jonathan Ward,Ward,0.7333333492279053,3,4000,BAL@IND,BAL,IND,,,,,,RB/FLEX
133646-109007,WR,Josh,Josh Kelly,Kelly,,0,4000,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133646-117201,WR,Isaiah,Isaiah Winstead,Winstead,,0,4000,ATL@PIT,PIT,ATL,,,,,,WR/FLEX
133646-109008,WR,Jalen,Jalen Moreno-Cropper,Moreno-Cropper,0,2,4000,NO@DET,NO,DET,,,,,,WR/FLEX
133646-243158,WR,Tyren,Tyren Montgomery,Montgomery,,0,4000,NYJ@TEN,TEN,NYJ,,,,,,WR/FLEX
133646-90583,WR,Tyrell,Tyrell Shavers,Shavers,3.6272728659889917,11,4000,BUF@HOU,BUF,HOU,NA,Knee - acl,,,,WR/FLEX
133646-155096,WR,Quincy,Quincy Skinner Jr.,Skinner Jr.,,0,4000,NYJ@TEN,NYJ,TEN,,,,,,WR/FLEX
133646-243161,TE,Ty,Ty Pezza,Pezza,,0,4000,BAL@IND,BAL,IND,,,,,,TE/FLEX
133646-63967,WR,Lucky,Lucky Jackson,Jackson,,0,4000,NO@DET,DET,NO,,,,,,WR/FLEX
133646-80353,TE,Robert,Robert Tonyan,Tonyan,0.6000000238418579,1,4000,ATL@PIT,PIT,ATL,,,,,,TE/FLEX
133646-185827,RB,Jacob,Jacob Saylors,Saylors,0.1100000023841858,10,4000,NO@DET,DET,NO,,,,,,RB/FLEX
133646-169440,WR,Kaden,Kaden Wetjen,Wetjen,,0,4000,ATL@PIT,PIT,ATL,,,,,,WR/FLEX
133646-102882,WR,Anthony,Anthony Gould,Gould,0.1600000023841858,10,4000,BAL@IND,IND,BAL,,,,,,WR/FLEX
133646-71143,TE,Kylen,Kylen Granson,Granson,0.8333333333333334,9,4000,NYJ@TEN,TEN,NYJ,,,,,,TE/FLEX
133646-188900,WR,Michael,Michael Wortham,Wortham,,0,4000,CLE@JAC,JAC,CLE,,,,,,WR/FLEX
133646-102902,WR,Trey,Trey Palmer,Palmer,2.085714340209961,14,4000,NO@DET,NO,DET,,,,,,WR/FLEX
133646-113160,WR,Jakobie,Jakobie Keeney-James,Keeney-James,2.5,1,4000,ATL@PIT,PIT,ATL,,,,,,WR/FLEX
133646-129560,WR,Xavier,Xavier Restrepo,Restrepo,2.799999952316284,2,4000,NYJ@TEN,TEN,NYJ,,,,,,WR/FLEX
133646-89627,WR,Brycen,Brycen Tremayne,Tremayne,1.7692307692307692,13,4000,CHI@CAR,CAR,CHI,,,,,,WR/FLEX
133646-73247,RB,Kene,Kene Nwangwu,Nwangwu,1.0899999618530274,10,4000,NYJ@TEN,NYJ,TEN,,,,,,RB/FLEX
133646-226856,TE,JJ,JJ Galbreath,Galbreath,,0,4000,BAL@IND,IND,BAL,,,,,,TE/FLEX
133646-208430,WR,Bryce,Bryce Lance,Lance,,0,4000,NO@DET,NO,DET,,,,,,WR/FLEX
133646-201260,WR,Mason,Mason Tipton,Tipton,1.8624999523162842,8,4000,NO@DET,NO,DET,NA,Leg,,,,WR/FLEX
133646-226866,WR,Joaquin,Joaquin Davis,Davis,,0,4000,ATL@PIT,PIT,ATL,,,,,,WR/FLEX
133646-238135,TE,Layne,Layne Pryor,Pryor,,0,4000,BUF@HOU,HOU,BUF,,,,,,TE/FLEX
133646-226875,WR,Ja'seem,Ja'seem Reed,Reed,,0,4000,CHI@CAR,CAR,CHI,,,,,,WR/FLEX
133646-225850,RB,J'Mari,J'Mari Taylor,Taylor,,0,4000,CLE@JAC,JAC,CLE,,,,,,RB/FLEX
133646-138808,TE,Chase,Chase Curtis,Curtis,,0,4000,NYJ@TEN,NYJ,TEN,Q,Knee,,,,TE/FLEX
133646-208440,RB,Barika,Barika Kpeenu,Kpeenu,,0,4000,TB@CIN,TB,CIN,,,,,,RB/FLEX
133646-152128,WR,Dominic,Dominic Lovett,Lovett,0,1,4000,NO@DET,DET,NO,,,,,,WR/FLEX
133646-104008,TE,Stephen,Stephen Carlson,Carlson,,0,4000,CHI@CAR,CHI,CAR,,,,,,TE/FLEX
133646-138854,WR,Ke'Shawn,Ke'Shawn Williams,Williams,0,11,4000,TB@CIN,CIN,TB,,,,,,WR/FLEX
133646-206447,RB,Max,Max Hurleman,Hurleman,,0,4000,ATL@PIT,PIT,ATL,,,,,,RB/FLEX
133646-86646,RB,Trey,Trey Sermon,Sermon,0,1,4000,ATL@PIT,ATL,PIT,IR,Undisclosed,,,,RB/FLEX
133646-158338,WR,Max,Max Tomczak,Tomczak,,0,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133646-135812,WR,Quentin,Quentin Skinner,Skinner,3.5,1,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133646-141956,TE,Beau,Beau Gardner,Gardner,,0,4000,CHI@CAR,CHI,CAR,,,,,,TE/FLEX
133646-167561,WR,Antwane,Antwane Wells Jr.,Wells Jr.,,0,4000,ATL@PIT,ATL,PIT,,,,,,WR/FLEX
133646-93845,WR,Tay,Tay Martin,Martin,1.649999976158142,2,4000,NO@DET,DET,NO,,,,,,WR/FLEX
133646-152219,WR,Lewis,Lewis Bond,Bond,,0,4000,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
133646-128681,TE,Caden,Caden Prieskorn,Prieskorn,,0,4000,CHI@CAR,CAR,CHI,,,,,,TE/FLEX
133646-152232,WR,Jordan,Jordan Moore,Moore,,0,4000,TB@CIN,CIN,TB,,,,,,WR/FLEX
133646-87731,WR,Dominique,Dominique Robinson,Robinson,0,12,4000,BUF@HOU,HOU,BUF,Q,Calf,,,,WR/FLEX
133646-69302,TE,Feleipe,Feleipe Franks,Franks,0.0800000011920929,5,4000,CHI@CAR,CAR,CHI,,,,,,TE/FLEX
133646-111325,RB,Ulysses,Ulysses Bentley IV,Bentley IV,0,1,4000,BAL@IND,IND,BAL,,,,,,RB/FLEX
133646-29411,TE,Pharaoh,Pharaoh Brown,Brown,0.36666667461395264,3,4000,BAL@IND,IND,BAL,,,,,,TE/FLEX
133646-104165,RB,Lew,Lew Nichols,Nichols,0,1,4000,ATL@PIT,PIT,ATL,,,,,,RB/FLEX
133646-252646,TE,Connor,Connor Hulstein,Hulstein,,0,4000,NYJ@TEN,NYJ,TEN,Q,Undisclosed,,,,TE/FLEX
133646-128759,WR,Keelan,Keelan Marion,Marion,,0,4000,ATL@PIT,ATL,PIT,,,,,,WR/FLEX
133646-56059,WR,Trent,Trent Sherfield Sr.,Sherfield Sr.,0.8999999761581421,4,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133646-86778,TE,Devin,Devin Culp,Culp,3.549999952316284,2,4000,TB@CIN,TB,CIN,,,,,,TE/FLEX
